joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Mateusz Kowalski,POL,MT,Parma,19.0,2005,1.0,1.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69
Thomas Kristensen,DEN,DF,Udinese,23.0,2002,18.0,14.0,1307.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.3,15.0,56.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Nikola Krstović,MNE,AT,Lecce,24.0,2000,30.0,30.0,2507.0,27.9,10.0,3.0,13.0,8.0,2.0,3.0,4.0,0.0,10.5,8.2,2.6,10.8,35.0,50.0,123.0,0.36,0.11,0.47,0.29,0.39,0.38,0.09,0.47,0.29,0.39
Khvicha Kvaratskhelia,GEO,"AT,MT",Napoli,24.0,2001,17.0,15.0,1178.0,13.1,5.0,3.0,8.0,4.0,1.0,1.0,1.0,0.0,4.1,3.4,3.7,7.0,74.0,57.0,89.0,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.6,0.26,0.54
Giorgos Kyriakopoulos,GRE,DF,Monza,29.0,1996,27.0,26.0,2272.0,25.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.8,0.8,2.8,3.6,54.0,77.0,114.0,0.08,0.12,0.2,0.08,0.2,0.03,0.11,0.14,0.03,0.14
Mathis Lambourde,FRA,"AT,MT",Hellas Verona,19.0,2006,6.0,0.0,57.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,0.0,8.0,1.58,0.0,1.58,1.58,1.58,0.12,0.14,0.25,0.12,0.25
Gianluca Lapadula,PER,"AT,MT",Cagliari,35.0,1990,12.0,1.0,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.4,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.42,0.4,0.42
Valentino Lazaro,AUT,"DF,AT",Torino,29.0,1996,28.0,22.0,1951.0,21.7,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,3.1,3.9,32.0,62.0,108.0,0.0,0.28,0.28,0.0,0.28,0.04,0.14,0.18,0.04,0.18
Darko Lazović,SRB,"DF,AT",Hellas Verona,34.0,1990,24.0,17.0,1393.0,15.5,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.2,3.4,4.6,21.0,35.0,85.0,0.06,0.19,0.26,0.0,0.19,0.13,0.22,0.35,0.08,0.3
Manuel Lazzari,ITA,DF,Lazio,31.0,1993,22.0,14.0,1246.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,55.0,59.0,82.0,0.0,0.07,0.07,0.0,0.07,0.01,0.07,0.08,0.01,0.08
Enzo Le Fée,FRA,MT,Roma,25.0,2000,6.0,4.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,15.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1
Nicola Leali,ITA,GB,Genoa,32.0,1993,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Leão,POR,AT,Milan,25.0,1999,28.0,21.0,1912.0,21.2,6.0,7.0,13.0,6.0,0.0,0.0,3.0,0.0,6.4,6.4,6.9,13.2,105.0,82.0,226.0,0.28,0.33,0.61,0.28,0.61,0.3,0.32,0.62,0.3,0.62
Stefan Lekovic,SRB,DF,Monza,21.0,2004,6.0,3.0,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Nunzio Lella,ITA,MT,Venezia,24.0,2000,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Leoni,ITA,DF,Parma,18.0,2006,10.0,8.0,676.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.1,0.0,15.0,4.0,0.13,0.0,0.13,0.13,0.13,0.01,0.0,0.01,0.01,0.01
Ben Lhassine Kone,CIV,MT,Como,25.0,2000,4.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Mattia Liberali,ITA,MT,Milan,17.0,2007,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.14,0.1,0.14
Karol Linetty,POL,MT,Torino,30.0,1995,23.0,15.0,1282.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.2,0.8,13.0,42.0,14.0,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06
Dailon Livramento,CPV,"AT,MT",Hellas Verona,23.0,2001,21.0,8.0,787.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.4,1.4,0.9,2.3,20.0,11.0,48.0,0.11,0.11,0.23,0.11,0.23,0.16,0.1,0.26,0.16,0.26
Stanislav Lobotka,SVK,MT,Napoli,30.0,1994,26.0,25.0,2216.0,24.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.1,1.5,28.0,97.0,31.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06
Manuel Locatelli,ITA,MT,Juventus,27.0,1998,28.0,26.0,2136.0,23.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.0,1.8,25.0,225.0,27.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.08,0.03,0.08
Ruben Loftus-Cheek,ENG,MT,Milan,29.0,1996,14.0,6.0,695.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.4,1.8,20.0,37.0,29.0,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.24,0.06,0.24
Ademola Lookman,NGA,"AT,MT",Atalanta,27.0,1997,24.0,22.0,1703.0,18.9,13.0,5.0,18.0,12.0,1.0,1.0,4.0,0.0,9.2,8.4,5.3,13.7,104.0,50.0,227.0,0.69,0.26,0.95,0.63,0.9,0.49,0.28,0.76,0.44,0.72
Sandi Lovrić,SVN,MT,Udinese,27.0,1998,29.0,27.0,1961.0,21.8,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,2.3,2.3,3.1,5.4,53.0,103.0,63.0,0.09,0.14,0.23,0.09,0.23,0.11,0.14,0.25,0.11,0.25
Lorenzo Lucca,ITA,AT,Udinese,24.0,2000,29.0,24.0,2059.0,22.9,10.0,1.0,11.0,9.0,1.0,1.0,8.0,0.0,6.4,5.6,1.3,6.9,15.0,16.0,83.0,0.44,0.04,0.48,0.39,0.44,0.28,0.06,0.34,0.24,0.3
Jhon Lucumí,COL,DF,Bologna,26.0,1998,24.0,22.0,1969.0,21.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.3,0.8,30.0,83.0,6.0,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04
José Luis Palomino,ARG,DF,Cagliari,35.0,1990,11.0,5.0,566.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,2.0,19.0,0.0,0.16,0.0,0.16,0.16,0.16,0.07,0.0,0.07,0.07,0.07
Douglas Luiz,BRA,MT,Juventus,26.0,1998,15.0,3.0,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.8,1.4,16.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.26,0.11,0.26
Romelu Lukaku,BEL,AT,Napoli,31.0,1993,28.0,27.0,2179.0,24.2,11.0,8.0,19.0,8.0,3.0,4.0,2.0,0.0,10.6,7.4,3.1,10.5,23.0,24.0,176.0,0.45,0.33,0.78,0.33,0.66,0.44,0.13,0.56,0.31,0.43
Sebastiano Luperto,ITA,DF,Cagliari,28.0,1996,30.0,30.0,2700.0,30.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.3,3.3,22.0,83.0,9.0,0.03,0.1,0.13,0.03,0.13,0.07,0.04,0.11,0.07,0.11
Zito Luvumbo,ANG,"AT,MT",Cagliari,23.0,2002,19.0,13.0,1135.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,1.6,3.0,52.0,24.0,91.0,0.16,0.08,0.24,0.16,0.24,0.11,0.13,0.24,0.11,0.24
Charalambos Lykogiannis,GRE,DF,Bologna,31.0,1993,14.0,10.0,860.0,9.6,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.5,1.6,9.0,42.0,25.0,0.0,0.42,0.42,0.0,0.42,0.01,0.15,0.16,0.01,0.16
Mathias Løvik,NOR,"DF,AT",Parma,21.0,2003,4.0,0.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19
Giangiacomo Magnani,ITA,DF,Hellas Verona,29.0,1995,17.0,11.0,1065.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.0,1.2,4.0,31.0,7.0,0.08,0.0,0.08,0.08,0.08,0.1,0.0,0.1,0.1,0.1
Mike Maignan,FRA,GB,Milan,29.0,1995,29.0,29.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Antoine Makoumbou,CGO,MT,Cagliari,26.0,1998,26.0,21.0,1700.0,18.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.4,0.7,8.0,76.0,12.0,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04
Daniel Maldini,ITA,"MT,AT",Monza,23.0,2001,20.0,16.0,1306.0,14.5,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,4.8,4.8,0.9,5.7,41.0,34.0,66.0,0.21,0.0,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39
Daniel Maldini,ITA,"AT,MT",Atalanta,23.0,2001,3.0,0.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Youssef Maleh,MAR,MT,Empoli,26.0,1998,22.0,17.0,1510.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,0.9,1.8,10.0,72.0,37.0,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1
Ruslan Malinovskyi,UKR,"MT,AT",Genoa,31.0,1993,8.0,3.0,315.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.4,1.6,2.0,27.0,8.0,0.0,0.57,0.57,0.0,0.57,0.05,0.41,0.46,0.05,0.46
Dennis Man,ROU,"AT,MT",Parma,26.0,1998,27.0,21.0,1813.0,20.1,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,4.1,4.1,3.9,8.1,64.0,52.0,129.0,0.2,0.2,0.4,0.2,0.4,0.21,0.19,0.4,0.21,0.4
Gianluca Mancini,ITA,DF,Roma,28.0,1996,29.0,28.0,2423.0,26.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.8,2.2,42.0,123.0,23.0,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08
Christos Mandas,GRE,GB,Lazio,23.0,2001,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rolando Mandragora,ITA,MT,Fiorentina,27.0,1997,21.0,14.0,1245.0,13.8,2.0,2.0,4.0,1.0,1.0,1.0,5.0,0.0,1.5,0.7,2.0,2.7,8.0,52.0,18.0,0.14,0.14,0.29,0.07,0.22,0.11,0.14,0.25,0.05,0.19
Alberto Manzoni,ITA,MT,Atalanta,19.0,2005,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94
Alessandro Marcandalli,ITA,DF,Genoa,22.0,2002,2.0,1.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Marcandalli,ITA,DF,Venezia,22.0,2002,3.0,2.0,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Filip Marchwiński,POL,MT,Lecce,23.0,2002,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Marí,ESP,DF,Monza,31.0,1993,19.0,19.0,1628.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.2,0.2,0.1,0.3,5.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Pablo Marí,ESP,DF,Fiorentina,31.0,1993,5.0,4.0,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Luca Marianucci,ITA,DF,Empoli,20.0,2004,12.0,6.0,574.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.2,0.5,6.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
Mirko Marić,CRO,"AT,MT",Monza,29.0,1995,8.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19
Mirko Marić,CRO,AT,Venezia,29.0,1995,6.0,4.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,3.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Rafa Marín,ESP,DF,Napoli,22.0,2002,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Răzvan Marin,ROU,MT,Cagliari,28.0,1996,26.0,11.0,1141.0,12.7,3.0,2.0,5.0,1.0,2.0,2.0,4.0,0.0,2.2,0.7,3.0,3.7,19.0,71.0,23.0,0.24,0.16,0.39,0.08,0.24,0.18,0.24,0.41,0.05,0.29
Guillermo Maripán,CHI,DF,Torino,30.0,1994,19.0,18.0,1530.0,17.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.6,1.4,6.0,54.0,5.0,0.06,0.06,0.12,0.06,0.12,0.04,0.04,0.08,0.04,0.08
Aarón Martín,ESP,DF,Genoa,27.0,1997,28.0,28.0,2446.0,27.2,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,4.6,5.3,41.0,78.0,93.0,0.0,0.15,0.15,0.0,0.15,0.03,0.17,0.2,0.03,0.2
Josep Martinez,ESP,GB,Inter,26.0,1998,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Lautaro Martínez,ARG,AT,Inter,27.0,1997,27.0,27.0,2257.0,25.1,11.0,3.0,14.0,11.0,0.0,0.0,0.0,0.0,11.3,11.3,4.0,15.3,30.0,61.0,167.0,0.44,0.12,0.56,0.44,0.56,0.45,0.16,0.61,0.45,0.61
Lucas Martínez Quarta,ARG,DF,Fiorentina,28.0,1996,8.0,4.0,351.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,14.0,2.0,0.26,0.0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19
Kevin Martins,ITA,"MT,DF",Monza,20.0,2005,9.0,1.0,183.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,6.0,10.0,0.0,0.49,0.49,0.0,0.49,0.0,0.19,0.19,0.0,0.19
Adam Marušić,MNE,DF,Lazio,32.0,1992,27.0,18.0,1733.0,19.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,0.4,2.0,17.0,59.0,67.0,0.16,0.0,0.16,0.16,0.16,0.08,0.02,0.11,0.08,0.11
Adam Masina,MAR,DF,Torino,31.0,1994,21.0,15.0,1497.0,16.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,0.3,0.7,13.0,62.0,7.0,0.06,0.12,0.18,0.06,0.18,0.02,0.02,0.04,0.02,0.04
Patrizio Masini,ITA,MT,Genoa,24.0,2001,18.0,8.0,865.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,13.0,30.0,16.0,0.1,0.0,0.1,0.1,0.1,0.04,0.02,0.05,0.04,0.05
Alan Matturro,URU,DF,Genoa,20.0,2004,12.0,9.0,892.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,12.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Luca Mazzitelli,ITA,MT,Como,29.0,1995,11.0,3.0,335.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,2.0,27.0,14.0,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21
Pasquale Mazzocchi,ITA,"DF,AT",Napoli,29.0,1995,17.0,6.0,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.6,15.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
Samuel Mbangula,BEL,AT,Juventus,21.0,2004,21.0,7.0,704.0,7.8,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.5,0.5,1.4,1.8,25.0,17.0,44.0,0.38,0.38,0.77,0.38,0.77,0.06,0.18,0.24,0.06,0.24
Weston McKennie,USA,"MT,DF",Juventus,26.0,1998,24.0,20.0,1733.0,19.3,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,2.5,4.9,20.0,73.0,105.0,0.1,0.16,0.26,0.1,0.26,0.13,0.13,0.26,0.13,0.26
Scott McTominay,SCO,MT,Napoli,28.0,1996,26.0,25.0,2239.0,24.9,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,5.6,5.6,1.6,7.2,41.0,85.0,106.0,0.24,0.08,0.32,0.24,0.32,0.23,0.06,0.29,0.23,0.29
Filippo Melegoni,ITA,"MT,AT",Genoa,26.0,1999,3.0,1.0,89.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,2.0,0.0,1.01,1.01,0.0,1.01,0.04,0.51,0.55,0.04,0.55
Alex Meret,ITA,GB,Napoli,28.0,1997,27.0,27.0,2375.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Messias,BRA,"MT,AT",Genoa,33.0,1991,10.0,5.0,537.0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.1,0.3,1.4,21.0,22.0,35.0,0.17,0.17,0.34,0.17,0.34,0.34,0.05,0.38,0.18,0.23
Valentin Mihaila,ROU,"AT,MT",Parma,25.0,2000,21.0,16.0,1288.0,14.3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.4,2.4,1.2,3.6,25.0,41.0,72.0,0.0,0.21,0.21,0.0,0.21,0.17,0.08,0.25,0.17,0.25
Vanja Milinković-Savić,SRB,GB,Torino,28.0,1997,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Yerry Mina,COL,DF,Cagliari,30.0,1994,26.0,26.0,2169.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.1,2.1,0.3,2.4,14.0,69.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1
Juan Miranda,ESP,DF,Bologna,25.0,2000,25.0,19.0,1764.0,19.6,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.9,5.3,30.0,123.0,73.0,0.0,0.31,0.31,0.0,0.31,0.02,0.25,0.27,0.02,0.27
Fabio Miretti,ITA,"MT,AT",Genoa,21.0,2003,24.0,21.0,1598.0,17.8,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,3.1,3.1,2.0,5.1,33.0,53.0,97.0,0.17,0.17,0.34,0.17,0.34,0.18,0.11,0.29,0.18,0.29
Henrikh Mkhitaryan,ARM,MT,Inter,36.0,1989,28.0,27.0,2130.0,23.7,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,2.1,3.6,66.0,179.0,85.0,0.04,0.13,0.17,0.04,0.17,0.06,0.09,0.15,0.06,0.15
Rui Modesto,ANG,DF,Udinese,25.0,1999,13.0,2.0,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,6.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Lorenzo Montipò,ITA,GB,Hellas Verona,29.0,1996,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Morata,ESP,"AT,MT",Milan,32.0,1992,16.0,13.0,1099.0,12.2,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,3.9,3.9,0.8,4.7,18.0,26.0,63.0,0.41,0.0,0.41,0.41,0.41,0.32,0.07,0.39,0.32,0.39
Alberto Moreno,ESP,DF,Como,32.0,1992,19.0,18.0,1416.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.0,1.3,21.0,64.0,51.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
Matias Moreno,ARG,DF,Fiorentina,21.0,2003,4.0,2.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Tete Morente,ESP,AT,Lecce,28.0,1996,25.0,18.0,1585.0,17.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.1,2.1,0.8,2.9,32.0,77.0,109.0,0.17,0.06,0.23,0.17,0.23,0.12,0.04,0.16,0.12,0.16
Nikola Moro,CRO,MT,Bologna,27.0,1998,18.0,14.0,1107.0,12.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,17.0,89.0,20.0,0.0,0.16,0.16,0.0,0.16,0.04,0.07,0.11,0.04,0.11
Daniel Mosquera,COL,AT,Hellas Verona,25.0,1999,26.0,7.0,923.0,10.3,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,4.8,4.8,1.3,6.0,9.0,20.0,59.0,0.49,0.1,0.59,0.49,0.59,0.47,0.12,0.59,0.47,0.59
Dany Mota,POR,"MT,AT",Monza,26.0,1998,25.0,19.0,1627.0,18.1,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,3.2,3.2,1.6,4.8,45.0,44.0,118.0,0.22,0.11,0.33,0.22,0.33,0.18,0.09,0.27,0.18,0.27
Bob Murphy Omoregbe,ITA,MT,Milan,21.0,2003,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunus Musah,USA,"MT,AT",Milan,22.0,2002,24.0,16.0,1389.0,15.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.9,1.9,1.6,3.6,49.0,79.0,66.0,0.0,0.13,0.13,0.0,0.13,0.12,0.11,0.23,0.12,0.23
Juan Musso,ARG,GB,Atalanta,30.0,1994,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingstone Mutandwa,ZAM,"MT,AT",Cagliari,22.0,2003,4.0,0.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41
Obite N'Dicka,CIV,DF,Roma,25.0,1999,30.0,30.0,2700.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.7,1.6,21.0,83.0,5.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05
