rang,joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
512.0,Jamie Vardy,ENG,AT,Leicester City,38.0,1987,27.0,27.0,2226.0,24.7,7.0,3.0,10.0,6.0,1.0,1.0,4.0,0.0,9.2,8.5,2.9,11.4,26.0,19.0,95.0,0.28,0.12,0.4,0.24,0.36,0.37,0.12,0.49,0.34,0.46
513.0,Renato Veiga,POR,"DF,MT",Chelsea,21.0,2003,7.0,1.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
514.0,Joël Veltman,NED,DF,Brighton,33.0,1992,19.0,19.0,1643.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.5,0.9,29.0,79.0,32.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05
515.0,Micky van de Ven,NED,DF,Tottenham,23.0,2001,10.0,9.0,818.0,9.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.2,1.5,8.0,44.0,1.0,0.0,0.22,0.22,0.0,0.22,0.04,0.13,0.17,0.04,0.17
516.0,Bart Verbruggen,NED,GB,Brighton,22.0,2002,27.0,27.0,2430.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0
517.0,Jannik Vestergaard,DEN,DF,Leicester City,32.0,1992,18.0,16.0,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,3.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
518.0,Guglielmo Vicario,ITA,GB,Tottenham,28.0,1996,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519.0,Carlos Vinícius,BRA,MT,Fulham,30.0,1995,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83
520.0,Kyle Walker,ENG,DF,Manchester City,34.0,1990,15.0,9.0,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,12.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
521.0,Kyle Walker-Peters,ENG,DF,Southampton,27.0,1997,27.0,27.0,2378.0,26.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,2.6,3.0,97.0,114.0,114.0,0.0,0.08,0.08,0.0,0.08,0.02,0.1,0.12,0.02,0.12
522.0,Christian Walton,ENG,GB,Ipswich Town,29.0,1995,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523.0,Aaron Wan-Bissaka,ENG,DF,West Ham,27.0,1997,28.0,27.0,2434.0,27.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.3,3.4,88.0,108.0,118.0,0.07,0.07,0.15,0.07,0.15,0.04,0.09,0.12,0.04,0.12
524.0,Danny Ward,WAL,GB,Leicester City,31.0,1993,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525.0,James Ward-Prowse,ENG,MT,Nott'ham Forest,30.0,1994,9.0,5.0,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.1,1.2,1.0,16.0,3.0,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26
526.0,James Ward-Prowse,ENG,MT,West Ham,30.0,1994,6.0,4.0,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16
527.0,Ollie Watkins,ENG,AT,Aston Villa,29.0,1995,29.0,25.0,2055.0,22.8,13.0,6.0,19.0,11.0,2.0,2.0,0.0,0.0,13.9,12.3,2.7,14.9,44.0,22.0,128.0,0.57,0.26,0.83,0.48,0.74,0.61,0.12,0.72,0.54,0.65
528.0,Adam Webster,ENG,DF,Brighton,30.0,1995,11.0,8.0,617.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,7.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.0,0.08
529.0,Danny Welbeck,ENG,AT,Brighton,34.0,1990,22.0,17.0,1487.0,16.5,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,6.7,6.7,1.0,7.7,17.0,34.0,59.0,0.42,0.24,0.67,0.42,0.67,0.4,0.06,0.46,0.4,0.46
530.0,Welington,BRA,"DF,MT",Southampton,24.0,2001,4.0,3.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
531.0,Timo Werner,GER,"AT,MT",Tottenham,29.0,1996,18.0,4.0,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61
532.0,Adam Wharton,ENG,MT,Crystal Palace,20.0,2004,13.0,10.0,843.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.0,2.2,9.0,88.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.21,0.24,0.03,0.24
533.0,Ben White,ENG,DF,Arsenal,27.0,1997,11.0,7.0,706.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,5.0,32.0,18.0,0.0,0.13,0.13,0.0,0.13,0.02,0.06,0.08,0.02,0.08
534.0,Mats Wieffer,NED,MT,Brighton,25.0,1999,17.0,4.0,494.0,5.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.1,5.0,37.0,9.0,0.18,0.18,0.36,0.18,0.36,0.08,0.11,0.19,0.08,0.19
535.0,Neco Williams,WAL,DF,Nott'ham Forest,23.0,2001,26.0,19.0,1784.0,19.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,1.0,2.8,45.0,57.0,65.0,0.05,0.05,0.1,0.05,0.1,0.09,0.05,0.14,0.09,0.14
536.0,Willian,BRA,"AT,MT",Fulham,36.0,1988,5.0,1.0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,5.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.24,0.09,0.24
537.0,Joe Willock,ENG,"MT,AT",Newcastle Utd,25.0,1999,25.0,9.0,818.0,9.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.6,2.5,28.0,34.0,67.0,0.0,0.22,0.22,0.0,0.22,0.09,0.18,0.27,0.09,0.27
538.0,Callum Wilson,ENG,"AT,MT",Newcastle Utd,33.0,1992,8.0,1.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
539.0,Harry Wilson,WAL,"AT,MT",Fulham,28.0,1997,19.0,8.0,839.0,9.3,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,3.2,3.2,1.0,4.2,16.0,42.0,71.0,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45
540.0,Harry Winks,ENG,MT,Leicester City,29.0,1996,22.0,17.0,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.2,1.5,19.0,101.0,11.0,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09
541.0,Ben Winterburn,ENG,MT,Bournemouth,20.0,2004,2.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542.0,Yoane Wissa,COD,AT,Brentford,28.0,1996,26.0,25.0,2110.0,23.4,14.0,2.0,16.0,14.0,0.0,0.0,2.0,0.0,13.6,13.6,1.6,15.1,41.0,49.0,117.0,0.6,0.09,0.68,0.6,0.68,0.58,0.07,0.64,0.58,0.64
543.0,Chris Wood,NZL,AT,Nott'ham Forest,33.0,1991,29.0,28.0,2344.0,26.0,18.0,3.0,21.0,15.0,3.0,3.0,1.0,0.0,11.0,8.7,1.9,10.6,13.0,33.0,72.0,0.69,0.12,0.81,0.58,0.69,0.42,0.07,0.5,0.33,0.41
544.0,Nathan Wood-Gordon,ENG,DF,Southampton,22.0,2002,9.0,7.0,624.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04
545.0,Luke Woolfenden,ENG,DF,Ipswich Town,26.0,1998,13.0,10.0,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546.0,Yehor Yarmoliuk,UKR,MT,Brentford,21.0,2004,22.0,7.0,795.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,12.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
547.0,Ryan Yates,ENG,MT,Nott'ham Forest,27.0,1997,26.0,15.0,1546.0,17.2,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,2.2,2.2,0.9,3.1,15.0,40.0,12.0,0.12,0.0,0.12,0.12,0.12,0.13,0.05,0.18,0.13,0.18
548.0,Leny Yoro,FRA,DF,Manchester Utd,19.0,2005,14.0,7.0,700.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.0,0.7,7.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
549.0,Ashley Young,ENG,"DF,AT",Everton,39.0,1985,25.0,17.0,1557.0,17.3,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,0.3,0.3,1.6,1.8,19.0,81.0,25.0,0.06,0.17,0.23,0.06,0.23,0.02,0.09,0.11,0.02,0.11
550.0,Illia Zabarnyi,UKR,DF,Bournemouth,22.0,2002,27.0,27.0,2364.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.8,0.8,0.5,1.3,18.0,94.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
551.0,Oleksandr Zinchenko,UKR,"DF,MT",Arsenal,28.0,1996,10.0,2.0,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
552.0,Joshua Zirkzee,NED,"AT,MT",Manchester Utd,23.0,2001,29.0,12.0,1251.0,13.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.5,4.5,1.5,6.0,12.0,37.0,65.0,0.22,0.07,0.29,0.22,0.29,0.32,0.11,0.43,0.32,0.43
