rang,joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
1.0,Max Aarons,ENG,DF,Bournemouth,25.0,2000,3.0,1.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Joshua Acheampong,ENG,DF,Chelsea,18.0,2006,4.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
3.0,Tyler Adams,USA,MT,Bournemouth,26.0,1999,19.0,13.0,1245.0,13.8,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.8,1.9,8.0,46.0,6.0,0.0,0.22,0.22,0.0,0.22,0.08,0.06,0.14,0.08,0.14
4.0,Tosin Adarabioyo,ENG,DF,Chelsea,27.0,1997,16.0,11.0,1091.0,12.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.2,1.1,5.0,30.0,1.0,0.08,0.08,0.16,0.08,0.16,0.07,0.02,0.09,0.07,0.09
5.0,Simon Adingra,CIV,"AT,MT",Brighton,23.0,2002,20.0,6.0,625.0,6.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.5,1.5,1.1,2.6,23.0,10.0,81.0,0.29,0.14,0.43,0.29,0.43,0.22,0.16,0.37,0.22,0.37
6.0,Emmanuel Agbadou,CIV,DF,Wolves,27.0,1997,7.0,7.0,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,Asher Agbinone,ENG,MT,Crystal Palace,19.0,2005,2.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79
8.0,Ola Aina,NGA,DF,Nott'ham Forest,28.0,1996,29.0,29.0,2531.0,28.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,0.7,1.3,54.0,91.0,52.0,0.07,0.04,0.11,0.07,0.11,0.02,0.03,0.05,0.02,0.05
9.0,Rayan Aït-Nouri,ALG,DF,Wolves,23.0,2001,28.0,28.0,2381.0,26.5,3.0,5.0,8.0,3.0,0.0,0.0,6.0,1.0,1.9,1.9,2.6,4.5,63.0,91.0,138.0,0.11,0.19,0.3,0.11,0.3,0.07,0.1,0.17,0.07,0.17
10.0,Kristoffer Ajer,NOR,DF,Brentford,26.0,1998,16.0,15.0,1205.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,25.0,48.0,38.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14
11.0,Manuel Akanji,SUI,DF,Manchester City,29.0,1995,20.0,20.0,1707.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,38.0,135.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
12.0,Nathan Aké,NED,DF,Manchester City,30.0,1995,10.0,8.0,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,12.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
13.0,Carlos Alcaraz,ARG,"MT,AT",Everton,22.0,2002,6.0,3.0,317.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.1,2.0,8.0,17.0,8.0,0.28,0.28,0.57,0.28,0.57,0.25,0.32,0.57,0.25,0.57
14.0,Carlos Alcaraz,ARG,MT,Southampton,22.0,2002,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48
15.0,Trent Alexander-Arnold,ENG,DF,Liverpool,26.0,1998,28.0,26.0,2145.0,23.8,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,6.7,8.3,48.0,204.0,87.0,0.08,0.25,0.34,0.08,0.34,0.07,0.28,0.35,0.07,0.35
16.0,Alisson,BRA,GB,Liverpool,32.0,1992,21.0,21.0,1878.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
17.0,Miguel Almirón,PAR,AT,Newcastle Utd,31.0,1994,9.0,1.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45
18.0,Edson Álvarez,MEX,MT,West Ham,27.0,1997,23.0,18.0,1535.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.8,1.1,20.0,68.0,18.0,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07
19.0,Will Alves,ENG,AT,Leicester City,20.0,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Harry Amass,ENG,DF,Manchester Utd,18.0,2007,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Samuel Amo-Ameyaw,ENG,"AT,DF",Southampton,18.0,2006,2.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29
22.0,Mathis Amougou,FRA,MT,Chelsea,19.0,2006,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Joachim Andersen,DEN,DF,Fulham,28.0,1996,20.0,20.0,1773.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.4,0.4,0.3,0.8,11.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
24.0,Joachim Andersen,DEN,DF,Crystal Palace,28.0,1996,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
25.0,Elliot Anderson,ENG,MT,Nott'ham Forest,22.0,2002,28.0,24.0,1982.0,22.0,1.0,6.0,7.0,1.0,0.0,0.0,6.0,0.0,1.4,1.4,3.0,4.3,35.0,104.0,68.0,0.05,0.27,0.32,0.05,0.32,0.06,0.14,0.2,0.06,0.2
26.0,André,BRA,MT,Wolves,23.0,2001,24.0,22.0,1747.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,7.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
27.0,Michail Antonio,JAM,AT,West Ham,35.0,1990,14.0,11.0,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41
28.0,Antony,BRA,"DF,MT",Manchester Utd,25.0,2000,8.0,0.0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73
29.0,Julian Araujo,MEX,DF,Bournemouth,23.0,2001,8.0,5.0,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Cameron Archer,ENG,AT,Southampton,23.0,2001,26.0,11.0,1181.0,13.1,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.9,4.1,0.3,4.4,16.0,12.0,55.0,0.15,0.0,0.15,0.15,0.15,0.37,0.03,0.4,0.31,0.34
31.0,Alphonse Areola,FRA,GB,West Ham,32.0,1993,18.0,17.0,1540.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,Joe Aribo,NGA,"MT,DF",Southampton,28.0,1996,28.0,19.0,1826.0,20.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.6,4.2,34.0,69.0,62.0,0.15,0.0,0.15,0.15,0.15,0.13,0.08,0.21,0.13,0.21
33.0,Adam Armstrong,ENG,"AT,MT",Southampton,28.0,1997,20.0,15.0,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,3.3,2.3,1.2,3.5,25.0,21.0,79.0,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25
34.0,Harrison Armstrong,ENG,MT,Everton,18.0,2007,3.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82
35.0,Kepa Arrizabalaga,ESP,GB,Bournemouth,30.0,1994,22.0,22.0,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,Marco Asensio,ESP,"MT,AT",Aston Villa,29.0,1996,4.0,2.0,207.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.2,1.6,10.0,16.0,7.0,0.87,0.0,0.87,0.87,0.87,0.62,0.09,0.71,0.62,0.71
37.0,Brandon Austin,ENG,GB,Tottenham,26.0,1999,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,Taiwo Awoniyi,NGA,AT,Nott'ham Forest,27.0,1997,22.0,2.0,278.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,2.1,5.0,6.0,15.0,0.32,0.0,0.32,0.32,0.32,0.65,0.03,0.68,0.65,0.68
39.0,Yasin Ayari,SWE,MT,Brighton,21.0,2003,25.0,16.0,1443.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,2.1,3.6,20.0,53.0,53.0,0.0,0.06,0.06,0.0,0.06,0.09,0.13,0.22,0.09,0.22
40.0,Jordan Ayew,GHA,"AT,MT",Leicester City,33.0,1991,24.0,15.0,1299.0,14.4,4.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,2.8,2.0,0.8,2.8,38.0,31.0,67.0,0.28,0.0,0.28,0.21,0.21,0.2,0.05,0.25,0.14,0.2
41.0,Jordan Ayew,GHA,"AT,MT",Crystal Palace,33.0,1991,1.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
42.0,Benoît Badiashile,FRA,DF,Chelsea,24.0,2001,5.0,3.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,Leon Bailey,JAM,"AT,MT",Aston Villa,27.0,1997,23.0,14.0,1138.0,12.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.5,3.3,57.0,35.0,121.0,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26
44.0,Carlos Baleba,CMR,MT,Brighton,21.0,2004,25.0,23.0,1948.0,21.6,2.0,1.0,3.0,2.0,0.0,0.0,8.0,1.0,2.9,2.9,1.1,4.0,33.0,95.0,25.0,0.09,0.05,0.14,0.09,0.14,0.13,0.05,0.18,0.13,0.18
45.0,Ross Barkley,ENG,MT,Aston Villa,31.0,1993,16.0,3.0,554.0,6.2,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,0.6,2.3,14.0,32.0,8.0,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37
46.0,Harvey Barnes,ENG,AT,Newcastle Utd,27.0,1997,23.0,7.0,903.0,10.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,3.4,3.4,2.9,6.4,48.0,45.0,94.0,0.5,0.2,0.7,0.5,0.7,0.34,0.29,0.63,0.34,0.63
47.0,Calvin Bassey,NGA,DF,Fulham,25.0,1999,28.0,27.0,2444.0,27.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.1,1.1,22.0,89.0,11.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
48.0,Jan Bednarek,POL,DF,Southampton,28.0,1996,23.0,23.0,1901.0,21.1,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.7,0.7,0.5,1.1,4.0,51.0,1.0,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05
49.0,Armel Bella Kotchap,GER,DF,Southampton,23.0,2001,4.0,2.0,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
50.0,Jean-Ricner Bellegarde,FRA,"MT,AT",Wolves,26.0,1998,27.0,15.0,1285.0,14.3,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,3.2,4.4,36.0,32.0,70.0,0.14,0.42,0.56,0.14,0.56,0.08,0.23,0.31,0.08,0.31
51.0,Rodrigo Bentancur,URU,MT,Tottenham,27.0,1997,19.0,16.0,1246.0,13.8,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.4,1.7,19.0,80.0,24.0,0.14,0.0,0.14,0.14,0.14,0.1,0.03,0.13,0.1,0.13
52.0,Sander Berge,NOR,MT,Fulham,27.0,1998,22.0,18.0,1644.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.7,16.0,87.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
53.0,Lucas Bergvall,SWE,MT,Tottenham,19.0,2006,22.0,8.0,934.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,1.0,24.0,42.0,23.0,0.0,0.1,0.1,0.0,0.1,0.05,0.04,0.09,0.05,0.09
54.0,Victor Bernth Kristiansen,DEN,DF,Leicester City,22.0,2002,26.0,26.0,2276.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.3,1.7,38.0,65.0,70.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07
55.0,Beto,GNB,AT,Everton,27.0,1998,21.0,8.0,932.0,10.4,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,5.5,5.5,0.7,6.1,10.0,7.0,50.0,0.58,0.0,0.58,0.58,0.58,0.53,0.06,0.59,0.53,0.59
56.0,Philip Billing,DEN,MT,Bournemouth,28.0,1996,10.0,1.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82
57.0,Yves Bissouma,MLI,MT,Tottenham,28.0,1996,22.0,14.0,1145.0,12.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.6,0.6,0.2,0.8,15.0,68.0,3.0,0.16,0.0,0.16,0.16,0.16,0.04,0.02,0.06,0.04,0.06
58.0,Lamare Bogarde,NED,"DF,MT",Aston Villa,21.0,2004,8.0,5.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
59.0,Willy Boly,CIV,DF,Nott'ham Forest,34.0,1991,5.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
60.0,Sven Botman,NED,DF,Newcastle Utd,25.0,2000,3.0,3.0,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
61.0,Jarrod Bowen,ENG,"AT,MT",West Ham,28.0,1996,25.0,25.0,2186.0,24.3,7.0,5.0,12.0,6.0,1.0,1.0,1.0,0.0,6.3,5.5,5.0,10.5,83.0,76.0,149.0,0.29,0.21,0.49,0.25,0.45,0.26,0.2,0.46,0.23,0.43
62.0,Conor Bradley,NIR,DF,Liverpool,21.0,2003,12.0,2.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,17.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
63.0,Jarrad Branthwaite,ENG,DF,Everton,22.0,2002,22.0,20.0,1808.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.3,8.0,46.0,1.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07
64.0,James Bree,ENG,DF,Southampton,27.0,1997,14.0,11.0,890.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,9.0,30.0,34.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1
65.0,Ben Brereton,CHI,AT,Southampton,25.0,1999,10.0,4.0,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,12.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2
66.0,Nathan Broadhead,WAL,"AT,MT",Ipswich Town,26.0,1998,13.0,4.0,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.6,14.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.32,0.21,0.32
67.0,Armando Broja,ALB,AT,Everton,23.0,2001,6.0,2.0,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,9.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12
68.0,David Brooks,WAL,AT,Bournemouth,27.0,1997,22.0,8.0,736.0,8.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,1.6,3.8,25.0,18.0,65.0,0.24,0.0,0.24,0.24,0.24,0.26,0.2,0.46,0.26,0.46
69.0,Emi Buendía,ARG,"MT,AT",Aston Villa,28.0,1996,12.0,0.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62
70.0,Santiago Bueno,URU,DF,Wolves,26.0,1998,22.0,17.0,1524.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
71.0,Facundo Buonanotte,ARG,"AT,MT",Leicester City,20.0,2004,25.0,13.0,1323.0,14.7,4.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,3.5,3.5,2.8,6.4,37.0,47.0,62.0,0.27,0.14,0.41,0.27,0.41,0.24,0.19,0.43,0.24,0.43
72.0,Cameron Burgess,AUS,DF,Ipswich Town,29.0,1995,11.0,10.0,945.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,2.0,33.0,3.0,0.0,0.1,0.1,0.0,0.1,0.07,0.03,0.1,0.07,0.1
73.0,Dan Burn,ENG,DF,Newcastle Utd,32.0,1992,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,0.5,1.5,6.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
74.0,Wes Burns,WAL,"AT,DF",Ipswich Town,30.0,1994,18.0,12.0,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.6,2.2,38.0,8.0,65.0,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21
75.0,Moisés Caicedo,ECU,MT,Chelsea,23.0,2001,29.0,29.0,2541.0,28.2,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,0.6,0.6,2.6,3.2,32.0,151.0,28.0,0.04,0.07,0.11,0.04,0.11,0.02,0.09,0.11,0.02,0.11
76.0,Tom Cairney,SCO,MT,Fulham,34.0,1991,19.0,2.0,438.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.1,0.1,0.7,0.9,13.0,45.0,21.0,0.21,0.0,0.21,0.21,0.21,0.03,0.14,0.17,0.03,0.17
77.0,Jens Cajuste,SWE,MT,Ipswich Town,25.0,1999,22.0,19.0,1434.0,15.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,21.0,38.0,13.0,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04
78.0,Riccardo Calafiori,ITA,DF,Arsenal,22.0,2002,17.0,11.0,925.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.1,21.0,54.0,29.0,0.19,0.1,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11
79.0,Dominic Calvert-Lewin,ENG,AT,Everton,28.0,1997,22.0,19.0,1574.0,17.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.1,6.1,0.6,6.7,22.0,19.0,105.0,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39
80.0,Diego Carlos,BRA,DF,Aston Villa,32.0,1993,10.0,8.0,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
81.0,Fabio Carvalho,POR,"AT,MT",Brentford,22.0,2002,19.0,3.0,455.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,9.0,17.0,23.0,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62
82.0,Casemiro,BRA,MT,Manchester Utd,33.0,1992,19.0,13.0,1123.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,2.2,3.5,3.0,59.0,23.0,0.08,0.0,0.08,0.08,0.08,0.11,0.18,0.28,0.11,0.28
83.0,Kaelan Casey,ENG,DF,West Ham,20.0,2004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,Matty Cash,POL,"DF,AT",Aston Villa,27.0,1997,19.0,16.0,1396.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.2,0.2,1.0,1.3,38.0,31.0,50.0,0.06,0.06,0.13,0.06,0.13,0.02,0.07,0.08,0.02,0.08
85.0,Timothy Castagne,BEL,DF,Fulham,29.0,1995,19.0,14.0,1342.0,14.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,16.0,56.0,60.0,0.0,0.07,0.07,0.0,0.07,0.03,0.08,0.11,0.03,0.11
86.0,Trevoh Chalobah,ENG,DF,Chelsea,25.0,1999,6.0,4.0,296.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,2.0,12.0,0.0,0.0,0.3,0.3,0.0,0.3,0.07,0.34,0.41,0.07,0.41
87.0,Trevoh Chalobah,ENG,DF,Crystal Palace,25.0,1999,12.0,12.0,1060.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,11.0,34.0,6.0,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14
88.0,Conor Chaplin,ENG,"MT,AT",Ipswich Town,28.0,1997,15.0,7.0,614.0,6.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.6,1.8,10.0,25.0,20.0,0.15,0.15,0.29,0.15,0.29,0.17,0.09,0.26,0.17,0.26
89.0,Youssef Chermiti,POR,AT,Everton,20.0,2004,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51
90.0,Federico Chiesa,ITA,AT,Liverpool,27.0,1997,3.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52
91.0,Ben Chilwell,ENG,"DF,MT",Crystal Palace,28.0,1996,3.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.33,0.08,0.33
