joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Niklas Stark,GER,DF,Werder Bremen,29.0,1995,19.0,18.0,1476.0,16.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.1,0.6,6.0,39.0,2.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04
Pascal Stenzel,GER,DF,Stuttgart,29.0,1996,5.0,2.0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Leonidas Stergiou,SUI,DF,Stuttgart,23.0,2002,8.0,7.0,531.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,6.0,27.0,11.0,0.0,0.17,0.17,0.0,0.17,0.02,0.01,0.02,0.02,0.02
Finley Stevens,WAL,DF,St. Pauli,21.0,2003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Stiller,GER,MT,Stuttgart,23.0,2001,27.0,26.0,2366.0,26.3,1.0,5.0,6.0,1.0,0.0,0.0,5.0,0.0,1.4,1.4,5.3,6.7,30.0,232.0,51.0,0.04,0.19,0.23,0.04,0.23,0.05,0.2,0.25,0.05,0.25
Kevin Stöger,AUT,"MT,AT",Gladbach,31.0,1993,24.0,14.0,1288.0,14.3,2.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,2.6,1.8,5.1,6.9,33.0,102.0,87.0,0.14,0.21,0.35,0.07,0.28,0.18,0.35,0.53,0.13,0.48
Niklas Süle,GER,DF,Dortmund,29.0,1995,9.0,6.0,563.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,6.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Mattias Svanberg,SWE,MT,Wolfsburg,26.0,1999,19.0,14.0,1197.0,13.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.6,3.6,1.7,5.4,11.0,36.0,39.0,0.23,0.08,0.3,0.23,0.3,0.27,0.13,0.41,0.27,0.41
Daniel Svensson,SWE,"DF,AT",Dortmund,23.0,2002,5.0,1.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Haris Tabakovic,BIH,"AT,MT",Hoffenheim,30.0,1994,16.0,3.0,541.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.7,2.7,1.0,3.6,2.0,6.0,34.0,0.33,0.17,0.5,0.33,0.5,0.44,0.16,0.61,0.44,0.61
Jonathan Tah,GER,DF,Leverkusen,29.0,1996,26.0,26.0,2340.0,26.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,0.3,1.2,13.0,135.0,8.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.05,0.03,0.05
Edmond Tapsoba,BFA,DF,Leverkusen,26.0,1999,23.0,23.0,2020.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.2,1.2,42.0,131.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Mathys Tel,FRA,"AT,MT",Bayern Munich,19.0,2005,8.0,2.0,256.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,6.0,9.0,34.0,0.0,0.35,0.35,0.0,0.35,0.26,0.1,0.36,0.26,0.36
Nathan Tella,NGA,"MT,AT",Leverkusen,25.0,1999,20.0,11.0,978.0,10.9,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.6,2.6,0.7,3.3,26.0,19.0,95.0,0.18,0.18,0.37,0.18,0.37,0.24,0.06,0.3,0.24,0.3
Martin Terrier,FRA,"MT,AT",Leverkusen,28.0,1997,15.0,7.0,584.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,0.9,3.3,11.0,14.0,35.0,0.31,0.15,0.46,0.31,0.46,0.38,0.14,0.52,0.38,0.52
Arthur Theate,BEL,DF,Eint Frankfurt,24.0,2000,24.0,24.0,2119.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.4,1.4,0.6,2.0,41.0,124.0,22.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
Norman Theuerkauf,GER,MT,Heidenheim,38.0,1987,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
Denis Thomalla,GER,MT,Heidenheim,32.0,1992,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Tietz,GER,AT,Augsburg,27.0,1997,27.0,18.0,1471.0,16.3,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,5.1,4.3,0.8,5.2,6.0,25.0,93.0,0.37,0.06,0.43,0.31,0.37,0.31,0.05,0.37,0.27,0.32
Umut Tohumcu,GER,"MT,AT",Hoffenheim,20.0,2004,9.0,3.0,344.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,2.0,13.0,5.0,0.0,0.26,0.26,0.0,0.26,0.03,0.05,0.08,0.03,0.08
John Tolkin,USA,"DF,AT",Holstein Kiel,22.0,2002,4.0,2.0,193.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.0,4.0,6.0,0.0,0.47,0.47,0.0,0.47,0.0,0.14,0.14,0.0,0.14
Tiago Tomás,POR,"AT,MT",Wolfsburg,22.0,2002,26.0,22.0,1749.0,19.4,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,5.3,5.3,2.4,7.7,31.0,46.0,117.0,0.31,0.05,0.36,0.31,0.36,0.27,0.12,0.39,0.27,0.39
Bazoumana Touré,CIV,"AT,MT",Hoffenheim,19.0,2006,6.0,1.0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,8.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.35,0.19,0.54,0.35,0.54
Lucas Tousart,FRA,MT,Union Berlin,27.0,1997,11.0,6.0,498.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,4.0,17.0,11.0,0.0,0.18,0.18,0.0,0.18,0.05,0.08,0.13,0.05,0.13
Omar Traoré,GER,DF,Heidenheim,27.0,1998,23.0,23.0,1994.0,22.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.3,1.6,80.0,92.0,90.0,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.07,0.01,0.07
Kevin Trapp,GER,GB,Eint Frankfurt,34.0,1990,21.0,21.0,1845.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Treu,GER,"MT,DF",St. Pauli,24.0,2000,26.0,26.0,2283.0,25.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.3,3.3,47.0,91.0,96.0,0.0,0.08,0.08,0.0,0.08,0.04,0.09,0.13,0.04,0.13
Christopher Trimmel,AUT,"DF,MT",Union Berlin,38.0,1987,19.0,14.0,1242.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.4,1.6,12.0,57.0,32.0,0.0,0.07,0.07,0.0,0.07,0.01,0.1,0.11,0.01,0.11
Tuta,BRA,"DF,MT",Eint Frankfurt,25.0,1999,24.0,20.0,1809.0,20.1,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.8,0.8,0.3,1.1,8.0,54.0,5.0,0.1,0.05,0.15,0.1,0.15,0.04,0.01,0.05,0.04,0.05
Lukas Ullrich,GER,DF,Gladbach,21.0,2004,19.0,18.0,1404.0,15.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,1.8,2.7,20.0,30.0,55.0,0.06,0.13,0.19,0.06,0.19,0.06,0.12,0.17,0.06,0.17
Sven Ulreich,GER,GB,Bayern Munich,36.0,1988,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deniz Undav,GER,"AT,MT",Stuttgart,28.0,1996,21.0,15.0,1270.0,14.1,7.0,1.0,8.0,7.0,0.0,0.0,3.0,0.0,9.2,9.2,1.6,10.8,28.0,47.0,99.0,0.5,0.07,0.57,0.5,0.57,0.65,0.11,0.76,0.65,0.76
Dayot Upamecano,FRA,DF,Bayern Munich,26.0,1998,20.0,20.0,1759.0,19.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.2,1.2,0.5,1.7,17.0,137.0,4.0,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09
Jonas Urbig,GER,GB,Bayern Munich,21.0,2003,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can Uzun,TUR,"MT,AT",Eint Frankfurt,19.0,2005,17.0,5.0,568.0,6.3,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.7,2.7,1.1,3.7,9.0,35.0,39.0,0.63,0.16,0.79,0.63,0.79,0.42,0.17,0.59,0.42,0.59
Josha Vagnoman,GER,"DF,MT",Stuttgart,24.0,2000,23.0,18.0,1702.0,18.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.5,2.9,23.0,44.0,83.0,0.05,0.05,0.11,0.05,0.11,0.07,0.08,0.15,0.07,0.15
Siebe Van Der Heyden,BEL,"DF,MT",St. Pauli,26.0,1998,8.0,7.0,580.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.0,1.4,4.0,15.0,14.0,0.16,0.0,0.16,0.16,0.16,0.21,0.01,0.21,0.21,0.21
Maarten Vandevoordt,BEL,GB,RB Leipzig,23.0,2002,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Vargas,SUI,"MT,AT",Augsburg,26.0,1998,8.0,3.0,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.7,1.4,9.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4
Nikola Vasilj,BIH,GB,St. Pauli,29.0,1995,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Vavro,SVK,DF,Wolfsburg,28.0,1996,23.0,21.0,1956.0,21.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.2,1.4,8.0,81.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.06,0.06,0.06
Miloš Veljković,SRB,DF,Werder Bremen,29.0,1995,14.0,11.0,1029.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.7,9.0,64.0,2.0,0.0,0.09,0.09,0.0,0.09,0.05,0.01,0.06,0.05,0.06
Nikolas Veratschnig,AUT,"DF,AT",Mainz 05,22.0,2003,8.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.19,0.08,0.19
Arthur Vermeeren,BEL,MT,RB Leipzig,20.0,2005,21.0,13.0,1191.0,13.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.7,8.0,54.0,15.0,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.05,0.02,0.05
Yorbe Vertessen,BEL,"MT,AT",Union Berlin,24.0,2001,17.0,7.0,718.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.6,2.9,18.0,16.0,42.0,0.13,0.0,0.13,0.13,0.13,0.16,0.2,0.36,0.16,0.36
Gabriel Vidovic,CRO,MT,Mainz 05,21.0,2003,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,1.17,1.17,1.17
Kevin Vogt,GER,DF,Union Berlin,33.0,1991,15.0,14.0,1196.0,13.3,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.8,0.0,0.0,0.0,8.0,58.0,0.0,0.08,0.0,0.08,0.0,0.0,0.06,0.0,0.06,0.0,0.0
Kevin Volland,GER,"AT,MT",Union Berlin,32.0,1992,3.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aster Vranckx,BEL,MT,Wolfsburg,22.0,2002,11.0,3.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Robert Wagner,GER,MT,St. Pauli,21.0,2003,8.0,5.0,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Elye Wahi,FRA,"AT,MT",Eint Frankfurt,22.0,2003,5.0,1.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.32,0.27,0.32
Hauke Wahl,GER,DF,St. Pauli,30.0,1994,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,25.0,107.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Paul Wanner,GER,"MT,AT",Heidenheim,19.0,2005,25.0,18.0,1525.0,16.9,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,3.5,2.7,1.1,3.8,24.0,57.0,52.0,0.18,0.06,0.24,0.12,0.18,0.21,0.06,0.27,0.16,0.23
Kjell-Arik Wätjen,GER,MT,Dortmund,19.0,2006,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Weigl,GER,MT,Gladbach,29.0,1995,26.0,26.0,2277.0,25.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,1.1,1.8,9.0,96.0,9.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07
Timon Weiner,GER,GB,Holstein Kiel,26.0,1999,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Weiper,GER,AT,Mainz 05,20.0,2005,16.0,5.0,487.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,0.7,3.4,6.0,7.0,41.0,0.37,0.0,0.37,0.37,0.37,0.5,0.12,0.63,0.5,0.63
Mitchell Weiser,GER,"DF,MT",Werder Bremen,30.0,1994,25.0,25.0,2241.0,24.9,4.0,6.0,10.0,4.0,0.0,0.0,7.0,1.0,4.2,4.2,3.3,7.5,49.0,90.0,151.0,0.16,0.24,0.4,0.16,0.4,0.17,0.13,0.3,0.17,0.3
Noah Weißhaupt,GER,"AT,MT",St. Pauli,23.0,2001,12.0,10.0,842.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.8,3.4,28.0,20.0,69.0,0.11,0.0,0.11,0.11,0.11,0.17,0.19,0.36,0.17,0.36
Noah Weißhaupt,GER,AT,Freiburg,23.0,2001,3.0,0.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Silvan Widmer,SUI,DF,Mainz 05,32.0,1993,22.0,3.0,399.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,2.0,17.0,32.0,0.0,0.23,0.23,0.0,0.23,0.03,0.08,0.11,0.03,0.11
Patrick Wimmer,AUT,"MT,AT",Wolfsburg,23.0,2001,22.0,15.0,1254.0,13.9,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,3.1,3.1,2.5,5.6,32.0,63.0,55.0,0.22,0.29,0.5,0.22,0.5,0.22,0.18,0.4,0.22,0.4
Jonas Wind,DEN,"AT,MT",Wolfsburg,26.0,1999,25.0,16.0,1525.0,16.9,8.0,3.0,11.0,7.0,1.0,2.0,2.0,0.0,4.8,3.1,3.5,6.6,11.0,68.0,69.0,0.47,0.18,0.65,0.41,0.59,0.28,0.21,0.49,0.18,0.39
Florian Wirtz,GER,"MT,AT",Leverkusen,21.0,2003,25.0,20.0,1876.0,20.8,9.0,10.0,19.0,7.0,2.0,4.0,1.0,0.0,8.5,5.2,6.0,11.1,103.0,135.0,246.0,0.43,0.48,0.91,0.34,0.82,0.41,0.29,0.69,0.25,0.53
Dani de Wit,NED,"MT,AT",Bochum,27.0,1998,23.0,11.0,1056.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,0.4,2.2,4.0,26.0,34.0,0.17,0.0,0.17,0.17,0.17,0.15,0.04,0.19,0.15,0.19
Maximilian Wittek,GER,DF,Bochum,29.0,1995,26.0,25.0,2080.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,3.6,4.7,35.0,97.0,65.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.2,0.05,0.2
Marius Wolf,GER,DF,Augsburg,29.0,1995,26.0,22.0,1740.0,19.3,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,2.6,3.2,31.0,87.0,73.0,0.05,0.16,0.21,0.05,0.21,0.03,0.13,0.17,0.03,0.17
Nick Woltemade,GER,"AT,MT",Stuttgart,23.0,2002,22.0,12.0,1191.0,13.2,9.0,2.0,11.0,7.0,2.0,2.0,3.0,0.0,7.3,5.7,3.1,8.8,22.0,39.0,98.0,0.68,0.15,0.83,0.53,0.68,0.55,0.23,0.78,0.43,0.66
Jeong Woo-yeong,KOR,"MT,AT",Union Berlin,25.0,1999,23.0,17.0,1263.0,14.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.8,2.8,1.7,4.4,32.0,63.0,93.0,0.21,0.14,0.36,0.21,0.36,0.2,0.12,0.31,0.2,0.31
Granit Xhaka,SUI,MT,Leverkusen,32.0,1992,27.0,27.0,2361.0,26.2,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,0.8,0.8,4.2,5.0,33.0,270.0,56.0,0.08,0.27,0.34,0.08,0.34,0.03,0.16,0.19,0.03,0.19
Erencan Yardimci,TUR,"AT,MT",Hoffenheim,23.0,2002,7.0,3.0,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
Dan-Axel Zagadou,FRA,"DF,MT",Stuttgart,25.0,1999,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Zec,SVN,DF,Holstein Kiel,25.0,2000,12.0,12.0,1026.0,11.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.2,1.2,0.5,1.7,2.0,26.0,1.0,0.18,0.0,0.18,0.18,0.18,0.1,0.05,0.15,0.1,0.15
Robin Zentner,GER,GB,Mainz 05,30.0,1994,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Zesiger,SUI,DF,Augsburg,26.0,1998,9.0,9.0,763.0,8.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.8,1.0,4.0,24.0,4.0,0.0,0.24,0.24,0.0,0.24,0.02,0.1,0.12,0.02,0.12
Cedric Zesiger,SUI,DF,Wolfsburg,26.0,1998,7.0,5.0,522.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.1,3.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Michael Zetterer,GER,GB,Werder Bremen,29.0,1995,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Budu Zivzivadze,GEO,AT,Heidenheim,31.0,1994,12.0,10.0,894.0,9.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,1.4,2.8,9.0,17.0,39.0,0.2,0.3,0.5,0.2,0.5,0.14,0.14,0.28,0.14,0.28
