joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Junior Adamu,AUT,AT,Freiburg,23.0,2001,19.0,13.0,1088.0,12.1,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,4.2,4.2,1.4,5.7,6.0,8.0,58.0,0.17,0.08,0.25,0.17,0.25,0.35,0.12,0.47,0.35,0.47
Karim Adeyemi,GER,"AT,MT",Dortmund,23.0,2002,18.0,13.0,1092.0,12.1,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,3.7,3.7,4.7,8.4,53.0,25.0,118.0,0.25,0.33,0.58,0.25,0.58,0.3,0.39,0.69,0.3,0.69
Amine Adli,MAR,"MT,AT",Leverkusen,24.0,2000,13.0,4.0,457.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.3,2.4,24.0,16.0,75.0,0.39,0.0,0.39,0.39,0.39,0.42,0.05,0.47,0.42,0.47
Oladapo Afolayan,ENG,"AT,MT",St. Pauli,27.0,1998,26.0,14.0,1413.0,15.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.8,2.8,3.4,6.3,48.0,26.0,92.0,0.13,0.06,0.19,0.13,0.19,0.18,0.22,0.4,0.18,0.4
Felix Agu,GER,DF,Werder Bremen,25.0,1999,15.0,14.0,1170.0,13.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.3,2.2,23.0,22.0,80.0,0.23,0.0,0.23,0.23,0.23,0.07,0.1,0.17,0.07,0.17
Erik Ahlstrand,SWE,"AT,MT",St. Pauli,23.0,2001,5.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Akpoguma,NGA,DF,Hoffenheim,29.0,1995,25.0,18.0,1785.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,12.0,84.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Andreas Albers,DEN,AT,St. Pauli,35.0,1990,14.0,0.0,62.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,1.0,3.0,6.0,1.45,0.0,1.45,1.45,1.45,0.9,0.14,1.04,0.9,1.04
Skelly Alvero,FRA,MT,Werder Bremen,22.0,2002,12.0,1.0,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Aurele Amenda,SUI,DF,Eint Frankfurt,21.0,2003,6.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29
Nadiem Amiri,GER,MT,Mainz 05,28.0,1996,24.0,24.0,1936.0,21.5,6.0,4.0,10.0,4.0,2.0,2.0,6.0,2.0,4.1,2.6,5.4,7.9,39.0,156.0,52.0,0.28,0.19,0.46,0.19,0.37,0.19,0.25,0.44,0.12,0.37
Mohamed Amoura,ALG,AT,Wolfsburg,24.0,2000,24.0,23.0,1976.0,22.0,10.0,8.0,18.0,8.0,2.0,2.0,5.0,0.0,7.0,5.5,3.4,8.9,68.0,52.0,198.0,0.46,0.36,0.82,0.36,0.73,0.32,0.15,0.48,0.25,0.4
Robert Andrich,GER,"MT,DF",Leverkusen,30.0,1994,19.0,16.0,1314.0,14.6,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.3,1.5,7.0,54.0,14.0,0.14,0.14,0.27,0.14,0.27,0.09,0.02,0.1,0.09,0.1
Waldemar Anton,GER,DF,Dortmund,28.0,1996,19.0,15.0,1319.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.8,1.6,28.0,97.0,22.0,0.0,0.14,0.14,0.0,0.14,0.05,0.06,0.11,0.05,0.11
Maximilian Arnold,GER,MT,Wolfsburg,30.0,1994,23.0,22.0,1971.0,21.9,2.0,4.0,6.0,2.0,0.0,0.0,7.0,0.0,0.8,0.8,2.4,3.2,8.0,111.0,13.0,0.09,0.18,0.27,0.09,0.27,0.04,0.11,0.15,0.04,0.15
Jann-Fiete Arp,GER,"AT,MT",Holstein Kiel,25.0,2000,21.0,3.0,692.0,7.7,2.0,0.0,2.0,1.0,1.0,2.0,6.0,1.0,3.6,2.1,1.0,3.1,12.0,21.0,62.0,0.26,0.0,0.26,0.13,0.13,0.47,0.13,0.61,0.27,0.4
Arthur,BRA,"DF,AT",Leverkusen,22.0,2003,14.0,6.0,514.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,9.0,15.0,43.0,0.0,0.18,0.18,0.0,0.18,0.0,0.06,0.06,0.0,0.06
Noah Atubolu,GER,GB,Freiburg,22.0,2002,24.0,24.0,2127.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayman Azhil,MAR,MT,Dortmund,23.0,2001,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Aznou,MAR,DF,Bayern Munich,18.0,2006,2.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aliou Badara Baldé,GUI,"MT,AT",Bochum,22.0,2002,5.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.35,0.18,0.35
Ridle Baku,GER,"AT,MT",Wolfsburg,26.0,1998,15.0,14.0,1170.0,13.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,1.3,2.7,16.0,44.0,78.0,0.15,0.08,0.23,0.15,0.23,0.11,0.1,0.21,0.11,0.21
Ridle Baku,GER,"DF,MT",RB Leipzig,26.0,1998,12.0,10.0,866.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,17.0,23.0,64.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15
Samuel Bamba,GER,"AT,DF",Bochum,21.0,2004,4.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.43,0.2,0.62,0.43,0.62
Noahkai Banks,USA,DF,Augsburg,18.0,2006,8.0,2.0,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Scott Banks,SCO,"AT,MT",St. Pauli,23.0,2001,11.0,0.0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
Aymen Barkok,MAR,MT,Mainz 05,26.0,1998,4.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17
Michy Batshuayi,BEL,"AT,DF",Eint Frankfurt,31.0,1993,5.0,2.0,162.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.9,1.0,5.0,9.0,1.11,0.0,1.11,1.11,1.11,0.46,0.03,0.49,0.46,0.49
Maximilian Bauer,GER,DF,Augsburg,25.0,2000,11.0,8.0,658.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
Oliver Baumann,GER,GB,Hoffenheim,34.0,1990,22.0,22.0,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Christoph Baumgartner,AUT,"MT,AT",RB Leipzig,25.0,1999,25.0,15.0,1310.0,14.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,3.1,3.1,1.3,4.4,27.0,40.0,71.0,0.14,0.07,0.21,0.14,0.21,0.22,0.09,0.3,0.22,0.3
Adrian Beck,GER,"MT,AT",Heidenheim,27.0,1997,25.0,11.0,1026.0,11.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,0.9,3.2,17.0,47.0,54.0,0.18,0.09,0.26,0.18,0.26,0.2,0.08,0.28,0.2,0.28
Timo Becker,GER,DF,Holstein Kiel,28.0,1997,23.0,21.0,1863.0,20.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.8,2.1,26.0,47.0,35.0,0.0,0.1,0.1,0.0,0.1,0.06,0.04,0.1,0.06,0.1
Hannes Behrens,GER,DF,Hoffenheim,,,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Behrens,GER,AT,Wolfsburg,34.0,1991,16.0,0.0,148.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.4,2.0,2.0,17.0,0.61,0.0,0.61,0.61,0.61,0.81,0.07,0.88,0.81,0.88
Maximilian Beier,GER,"AT,MT",Dortmund,22.0,2002,26.0,14.0,1417.0,15.7,7.0,3.0,10.0,7.0,0.0,0.0,2.0,0.0,6.9,6.9,3.0,9.9,21.0,32.0,110.0,0.44,0.19,0.64,0.44,0.64,0.44,0.19,0.63,0.44,0.63
Stefan Bell,GER,DF,Mainz 05,33.0,1991,15.0,13.0,1178.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.0,1.6,7.0,26.0,4.0,0.0,0.08,0.08,0.0,0.08,0.05,0.08,0.12,0.05,0.12
Jeanuël Belocian,FRA,"DF,MT",Leverkusen,20.0,2005,5.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
László Bénes,SVK,"MT,AT",Union Berlin,27.0,1997,18.0,2.0,482.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.9,1.6,4.0,26.0,30.0,0.19,0.19,0.37,0.19,0.37,0.13,0.18,0.3,0.13,0.3
Ramy Bensebaini,ALG,DF,Dortmund,29.0,1995,24.0,17.0,1502.0,16.7,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,2.7,3.7,19.0,83.0,55.0,0.06,0.3,0.36,0.06,0.36,0.06,0.16,0.22,0.06,0.22
Mergim Berisha,GER,"AT,MT",Hoffenheim,26.0,1998,11.0,3.0,333.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,7.0,18.0,0.27,0.27,0.54,0.27,0.54,0.26,0.27,0.54,0.26,0.54
Bernardo,BRA,DF,Bochum,29.0,1995,15.0,13.0,1242.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.7,1.3,13.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
Alexander Bernhardsson,SWE,"MT,DF",Holstein Kiel,26.0,1998,12.0,8.0,709.0,7.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.7,2.1,13.0,21.0,45.0,0.25,0.13,0.38,0.25,0.38,0.18,0.09,0.27,0.18,0.27
Matúš Bero,SVK,MT,Bochum,29.0,1995,24.0,23.0,2083.0,23.1,4.0,2.0,6.0,4.0,0.0,0.0,9.0,0.0,2.9,2.9,3.0,5.9,21.0,109.0,80.0,0.17,0.09,0.26,0.17,0.26,0.12,0.13,0.25,0.12,0.25
Jan-Niklas Beste,GER,"AT,DF",Freiburg,26.0,1999,7.0,0.0,118.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.9,4.0,6.0,14.0,0.0,0.76,0.76,0.0,0.76,0.44,0.27,0.72,0.44,0.72
El Bilal Touré,MLI,"AT,MT",Stuttgart,23.0,2001,11.0,3.0,332.0,3.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,1.1,2.8,5.0,6.0,23.0,0.54,0.27,0.81,0.54,0.81,0.44,0.31,0.75,0.44,0.75
Tom Bischof,GER,"MT,AT",Hoffenheim,19.0,2005,25.0,24.0,2056.0,22.8,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,1.5,1.5,3.1,4.6,43.0,120.0,94.0,0.18,0.09,0.26,0.18,0.26,0.06,0.14,0.2,0.06,0.2
Leonardo Bittencourt,GER,MT,Werder Bremen,31.0,1993,20.0,10.0,889.0,9.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,1.3,2.8,15.0,58.0,32.0,0.2,0.0,0.2,0.2,0.2,0.15,0.13,0.28,0.15,0.28
Myron Boadu,NED,AT,Bochum,24.0,2001,13.0,7.0,632.0,7.0,7.0,1.0,8.0,6.0,1.0,1.0,1.0,0.0,5.6,4.8,0.6,5.4,6.0,9.0,38.0,1.0,0.14,1.14,0.85,1.0,0.8,0.09,0.89,0.69,0.78
Sacha Boey,FRA,DF,Bayern Munich,24.0,2000,9.0,5.0,419.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.0,16.0,28.0,51.0,0.0,0.21,0.21,0.0,0.21,0.02,0.21,0.22,0.02,0.22
Victor Boniface,NGA,AT,Leverkusen,24.0,2000,16.0,11.0,922.0,10.2,8.0,1.0,9.0,8.0,0.0,1.0,2.0,0.0,7.8,7.1,1.1,8.1,23.0,21.0,52.0,0.78,0.1,0.88,0.78,0.88,0.77,0.1,0.87,0.69,0.79
Sebastiaan Bornauw,BEL,DF,Wolfsburg,26.0,1999,14.0,8.0,787.0,8.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.5,1.7,3.0,21.0,1.0,0.23,0.11,0.34,0.23,0.34,0.14,0.06,0.2,0.14,0.2
Carlo Boukhalfa,MAR,MT,St. Pauli,25.0,1999,20.0,14.0,1232.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.3,10.0,31.0,32.0,0.07,0.0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09
Julian Brandt,GER,MT,Dortmund,28.0,1996,23.0,22.0,1800.0,20.0,3.0,5.0,8.0,3.0,0.0,0.0,1.0,0.0,3.9,3.9,5.4,9.3,45.0,113.0,166.0,0.15,0.25,0.4,0.15,0.4,0.19,0.27,0.47,0.19,0.47
Tim Breithaupt,GER,MT,Augsburg,23.0,2002,2.0,2.0,120.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,1.0,10.0,1.0,0.0,0.75,0.75,0.0,0.75,0.04,0.29,0.33,0.04,0.33
Maximilian Breunig,GER,"AT,MT",Heidenheim,24.0,2000,13.0,2.0,350.0,3.9,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.4,2.7,0.2,2.9,5.0,7.0,13.0,0.51,0.0,0.51,0.26,0.26,0.89,0.05,0.94,0.68,0.74
Moritz Broschinski,GER,"AT,MT",Bochum,24.0,2000,27.0,14.0,1259.0,14.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,4.1,4.1,1.7,5.7,31.0,19.0,113.0,0.07,0.21,0.29,0.07,0.29,0.29,0.12,0.41,0.29,0.41
Nathaniel Brown,GER,"DF,MT",Eint Frankfurt,21.0,2003,19.0,16.0,1383.0,15.4,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,2.7,4.9,34.0,57.0,95.0,0.2,0.26,0.46,0.2,0.46,0.14,0.18,0.32,0.14,0.32
Jacob Bruun Larsen,DEN,"AT,MT",Hoffenheim,26.0,1998,12.0,3.0,400.0,4.4,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.3,2.3,0.6,2.9,16.0,16.0,41.0,0.45,0.45,0.9,0.45,0.9,0.52,0.15,0.66,0.52,0.66
Jacob Bruun Larsen,DEN,MT,Stuttgart,26.0,1998,9.0,3.0,357.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.4,17.0,15.0,34.0,0.25,0.0,0.25,0.25,0.25,0.07,0.28,0.36,0.07,0.36
Emi Buendía,ARG,"MT,AT",Leverkusen,28.0,1996,6.0,1.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.5,2.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.56,0.62,1.18,0.56,1.18
Marius Bülter,GER,AT,Hoffenheim,32.0,1993,18.0,16.0,1227.0,13.6,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,2.6,5.6,43.0,25.0,121.0,0.29,0.07,0.37,0.29,0.37,0.22,0.19,0.41,0.22,0.41
Jonathan Burkardt,GER,AT,Mainz 05,24.0,2000,23.0,22.0,1583.0,17.6,15.0,2.0,17.0,14.0,1.0,1.0,0.0,0.0,11.0,10.2,2.7,12.9,21.0,33.0,121.0,0.85,0.11,0.97,0.8,0.91,0.62,0.15,0.78,0.58,0.73
Oliver Burke,SCO,AT,Werder Bremen,27.0,1997,19.0,4.0,496.0,5.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.4,2.4,0.9,3.3,7.0,11.0,46.0,0.36,0.0,0.36,0.36,0.36,0.44,0.16,0.6,0.44,0.6
Marnon Busch,GER,DF,Heidenheim,30.0,1994,17.0,10.0,1014.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,1.5,17.0,48.0,33.0,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13
Anthony Caci,FRA,DF,Mainz 05,27.0,1997,26.0,26.0,2148.0,23.9,1.0,7.0,8.0,1.0,0.0,0.0,6.0,0.0,2.7,2.7,5.2,7.9,34.0,101.0,119.0,0.04,0.29,0.34,0.04,0.34,0.11,0.22,0.33,0.11,0.33
Cole Campbell,USA,"MT,AT",Dortmund,19.0,2006,4.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre Can,GER,"DF,MT",Dortmund,31.0,1994,24.0,20.0,1773.0,19.7,3.0,0.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,0.4,0.3,0.7,15.0,104.0,9.0,0.15,0.0,0.15,0.05,0.05,0.1,0.01,0.11,0.02,0.03
Tiago Cardoso,LUX,GB,Gladbach,18.0,2006,3.0,2.0,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulie Ceesay,GAM,AT,St. Pauli,21.0,2004,7.0,0.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Julian Chabot,GER,DF,Stuttgart,27.0,1998,24.0,20.0,1733.0,19.3,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,1.2,1.2,0.2,1.4,6.0,75.0,2.0,0.05,0.05,0.1,0.05,0.1,0.06,0.01,0.07,0.06,0.07
El Chadaille Bitshiabu,FRA,DF,RB Leipzig,19.0,2005,16.0,8.0,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.6,3.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
Fares Chaïbi,ALG,"MT,AT",Eint Frankfurt,22.0,2002,19.0,7.0,743.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,1.2,3.5,12.0,39.0,49.0,0.12,0.0,0.12,0.12,0.12,0.28,0.14,0.42,0.28,0.42
Timothy Chandler,USA,DF,Eint Frankfurt,35.0,1990,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anrie Chase,JPN,DF,Stuttgart,21.0,2004,12.0,7.0,734.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,6.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Arthur Chaves,BRA,DF,Hoffenheim,24.0,2001,19.0,17.0,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,7.0,46.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Fabio Chiarodia,ITA,DF,Gladbach,19.0,2005,11.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,ENG,MT,Dortmund,21.0,2003,4.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.45,0.2,0.65,0.45,0.65
Alexis Claude-Maurice,FRA,"MT,AT",Augsburg,26.0,1998,21.0,18.0,1582.0,17.6,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,3.4,3.4,1.0,4.3,46.0,40.0,76.0,0.51,0.06,0.57,0.51,0.57,0.19,0.06,0.25,0.19,0.25
Nnamdi Collins,GER,"DF,AT",Eint Frankfurt,21.0,2004,18.0,12.0,1175.0,13.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.0,1.8,23.0,53.0,32.0,0.08,0.08,0.15,0.08,0.15,0.06,0.08,0.14,0.06,0.14
Kingsley Coman,FRA,AT,Bayern Munich,28.0,1996,22.0,11.0,1039.0,11.5,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,3.8,3.8,3.2,6.9,55.0,41.0,179.0,0.35,0.35,0.69,0.35,0.69,0.32,0.27,0.6,0.32,0.6
Sirlord Conteh,GER,"AT,MT",Heidenheim,28.0,1996,24.0,3.0,690.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,1.5,2.8,24.0,19.0,59.0,0.13,0.13,0.26,0.13,0.26,0.17,0.2,0.37,0.17,0.37
Danny da Costa,GER,DF,Mainz 05,31.0,1993,18.0,18.0,1441.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,15.0,69.0,17.0,0.0,0.06,0.06,0.0,0.06,0.0,0.03,0.03,0.0,0.03
Yan Couto,BRA,"DF,AT",Dortmund,22.0,2002,18.0,7.0,817.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.9,1.1,43.0,62.0,77.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
Tomáš Čvančara,CZE,AT,Gladbach,24.0,2000,22.0,5.0,599.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.9,2.9,0.4,3.3,11.0,20.0,37.0,0.15,0.0,0.15,0.15,0.15,0.43,0.06,0.49,0.43,0.49
Finn Dahmen,GER,GB,Augsburg,27.0,1998,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Dähne,GER,GB,Holstein Kiel,31.0,1994,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahmoud Dahoud,GER,MT,Eint Frankfurt,29.0,1996,9.0,3.0,364.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.2,1.0,17.0,6.0,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31
Ameen Al-Dakhil,BEL,DF,Stuttgart,23.0,2002,7.0,6.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.2,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Bence Dárdai,HUN,MT,Wolfsburg,19.0,2006,16.0,12.0,946.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.6,3.0,27.0,16.0,0.1,0.1,0.19,0.1,0.19,0.06,0.09,0.15,0.06,0.15
Lukas Daschner,GER,"MT,AT",Bochum,26.0,1998,14.0,3.0,412.0,4.6,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.7,1.9,0.7,2.6,8.0,11.0,19.0,0.22,0.22,0.44,0.22,0.44,0.6,0.15,0.74,0.42,0.57
Alphonso Davies,CAN,DF,Bayern Munich,24.0,2000,19.0,17.0,1560.0,17.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.6,2.8,81.0,120.0,140.0,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16
