joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Abdoulaye Touré,GUI,MT,Le Havre,31.0,1994,21.0,19.0,1695.0,18.8,7.0,1.0,8.0,1.0,6.0,7.0,5.0,0.0,7.5,1.8,0.1,1.9,9.0,76.0,19.0,0.37,0.05,0.42,0.05,0.11,0.4,0.01,0.4,0.09,0.1
Birama Touré,MLI,"MT,DF",Montpellier,32.0,1992,8.0,2.0,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Ousmane Toure,FRA,DF,Lille,20.0,2005,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Truffert,FRA,"DF,MT",Rennes,23.0,2001,26.0,24.0,2122.0,23.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.1,2.0,1.7,3.7,52.0,86.0,180.0,0.04,0.0,0.04,0.04,0.04,0.09,0.07,0.16,0.09,0.16
Vanderson,BRA,DF,Monaco,23.0,2001,22.0,20.0,1671.0,18.6,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.9,1.9,2.5,4.4,46.0,80.0,117.0,0.05,0.11,0.16,0.05,0.16,0.1,0.13,0.24,0.1,0.24
Robinio Vaz,FRA,AT,Marseille,18.0,2007,2.0,0.0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
Jordan Veretout,FRA,MT,Lyon,32.0,1993,21.0,16.0,1300.0,14.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,0.6,2.2,26.0,84.0,50.0,0.14,0.0,0.14,0.14,0.14,0.11,0.04,0.15,0.11,0.15
Ben Viadere,FRA,MT,Auxerre,19.0,2005,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.85
Vitinha,POR,MT,Paris S-G,25.0,2000,24.0,16.0,1652.0,18.4,4.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0,2.8,1.3,2.0,3.2,42.0,176.0,42.0,0.22,0.05,0.27,0.11,0.16,0.15,0.11,0.26,0.07,0.18
Ibrahima Wadji,SEN,"AT,MT",Saint-Étienne,29.0,1995,5.0,0.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.16,0.17
Elye Wahi,FRA,AT,Marseille,22.0,2003,13.0,7.0,574.0,6.4,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,6.0,5.2,0.4,5.6,7.0,7.0,41.0,0.47,0.16,0.63,0.31,0.47,0.94,0.07,1.0,0.81,0.88
Caleb Wiley,USA,"DF,MT",Strasbourg,20.0,2004,6.0,3.0,266.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,3.0,7.0,9.0,0.0,0.34,0.34,0.0,0.34,0.01,0.23,0.24,0.01,0.24
Christopher Wooh,CMR,DF,Rennes,23.0,2001,19.0,16.0,1399.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.3,1.3,0.0,1.3,13.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.09
Etienne Youte Kinkoue,FRA,DF,Le Havre,23.0,2002,22.0,21.0,1876.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,0.2,1.3,7.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Eloge Zabi,CIV,"DF,MT",Reims,18.0,2006,2.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoram Zague,FRA,DF,Paris S-G,18.0,2006,3.0,2.0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04
Wilfried Zaha,CIV,AT,Lyon,32.0,1992,4.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Warren Zaïre-Emery,FRA,"MT,DF",Paris S-G,19.0,2006,22.0,18.0,1568.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.2,35.0,93.0,67.0,0.06,0.06,0.11,0.06,0.11,0.08,0.05,0.13,0.08,0.13
Miha Zajc,SVN,MT,Toulouse,30.0,1994,17.0,1.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,7.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11
Denis Zakaria,SUI,MT,Monaco,28.0,1996,19.0,18.0,1601.0,17.8,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.0,3.0,0.8,3.9,20.0,79.0,27.0,0.17,0.11,0.28,0.17,0.28,0.17,0.05,0.22,0.17,0.22
Anass Zaroury,MAR,"AT,MT",Lens,24.0,2000,21.0,12.0,980.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.1,1.1,2.1,3.2,32.0,42.0,79.0,0.0,0.09,0.09,0.0,0.09,0.1,0.19,0.29,0.1,0.29
Nathan Zeze,FRA,DF,Nantes,19.0,2005,12.0,12.0,1043.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Edon Zhegrova,KVX,"AT,MT",Lille,26.0,1999,12.0,12.0,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.3,2.3,2.2,4.5,37.0,54.0,81.0,0.37,0.09,0.46,0.37,0.46,0.21,0.21,0.41,0.21,0.41
Luc Zogbé,CIV,DF,Brest,20.0,2005,13.0,7.0,638.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,4.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Aristide Zossou,CIV,MT,Auxerre,19.0,2005,3.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanis Zouaoui,ALG,"DF,AT",Le Havre,30.0,1994,14.0,9.0,926.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,2.7,2.9,32.0,29.0,28.0,0.0,0.19,0.19,0.0,0.19,0.01,0.27,0.28,0.01,0.28
Edhy Zuliani,ITA,DF,Toulouse,20.0,2004,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
