joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Javier Guerra,ESP,MT,Valencia,22.0,2003,28.0,23.0,1905.0,21.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,2.9,4.3,35.0,99.0,62.0,0.05,0.14,0.19,0.05,0.19,0.07,0.13,0.2,0.07,0.2
Ander Guevara,ESP,MT,Alavés,27.0,1997,25.0,16.0,1514.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,1.0,11.0,91.0,13.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.06,0.03,0.06
Pape Gueye,SEN,MT,Villarreal,26.0,1999,25.0,21.0,1760.0,19.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,2.4,2.4,0.9,3.3,33.0,120.0,58.0,0.1,0.0,0.1,0.1,0.1,0.12,0.05,0.17,0.12,0.17
Hugo Guillamón,ESP,MT,Valencia,25.0,2000,11.0,4.0,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Carlos Guirao,ESP,MT,Betis,21.0,2003,2.0,2.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arda Güler,TUR,"MT,AT",Real Madrid,20.0,2005,19.0,7.0,709.0,7.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,2.2,4.2,18.0,53.0,58.0,0.13,0.38,0.51,0.13,0.51,0.25,0.28,0.53,0.25,0.53
Gerard Gumbau,ESP,MT,Rayo Vallecano,30.0,1994,15.0,5.0,611.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.2,2.0,2.0,27.0,19.0,0.0,0.15,0.15,0.0,0.15,0.12,0.18,0.3,0.12,0.3
Jon Guridi,ESP,"MT,AT",Alavés,30.0,1995,25.0,19.0,1523.0,16.9,3.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,3.0,2.2,0.6,2.8,21.0,62.0,60.0,0.18,0.0,0.18,0.12,0.12,0.18,0.04,0.21,0.13,0.17
Gorka Guruzeta,ESP,AT,Athletic Club,28.0,1996,28.0,15.0,1387.0,15.4,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,4.6,4.5,0.8,5.3,5.0,20.0,49.0,0.39,0.13,0.52,0.39,0.52,0.3,0.05,0.35,0.29,0.35
Miguel Gutiérrez,ESP,"DF,MT",Girona,23.0,2001,26.0,26.0,2204.0,24.5,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,3.8,5.3,54.0,97.0,180.0,0.04,0.2,0.25,0.04,0.25,0.06,0.16,0.22,0.06,0.22
Munir El Haddadi,MAR,"AT,MT",Leganés,29.0,1995,17.0,6.0,526.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.7,0.7,0.6,1.3,6.0,14.0,24.0,0.34,0.0,0.34,0.34,0.34,0.12,0.1,0.22,0.12,0.22
Sébastien Haller,CIV,AT,Leganés,30.0,1994,8.0,5.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13
Javi Hernández,ESP,DF,Leganés,26.0,1998,23.0,19.0,1678.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.3,1.7,26.0,45.0,68.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09
Aridane Hernández,ESP,DF,Rayo Vallecano,36.0,1989,8.0,5.0,530.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.11,0.12
Jorge Herrando,ESP,DF,Osasuna,24.0,2001,13.0,10.0,916.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Ander Herrera,ESP,MT,Athletic Club,35.0,1989,8.0,2.0,273.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.7,0.9,0.1,1.1,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35
Sergio Herrera,ESP,GB,Osasuna,31.0,1993,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yangel Herrera,VEN,MT,Girona,27.0,1998,21.0,19.0,1600.0,17.8,4.0,3.0,7.0,4.0,0.0,0.0,9.0,1.0,2.9,2.9,1.4,4.4,19.0,82.0,66.0,0.23,0.17,0.39,0.23,0.39,0.16,0.08,0.24,0.16,0.24
Juan Herzog,ESP,DF,Las Palmas,21.0,2003,13.0,9.0,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Omar El Hilali,MAR,DF,Espanyol,21.0,2003,27.0,27.0,2378.0,26.4,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.7,0.7,28.0,69.0,38.0,0.0,0.08,0.08,0.0,0.08,0.0,0.03,0.03,0.0,0.03
Dinko Horkaš,CRO,GB,Las Palmas,26.0,1999,3.0,2.0,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Ibáñez,ESP,MT,Osasuna,26.0,1998,20.0,8.0,859.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,1.5,2.8,11.0,37.0,20.0,0.0,0.1,0.1,0.0,0.1,0.13,0.16,0.29,0.13,0.29
Stanis Idumbo,BEL,"AT,MT",Sevilla,19.0,2005,12.0,3.0,258.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,9.0,8.0,18.0,0.35,0.35,0.7,0.35,0.7,0.22,0.25,0.46,0.22,0.46
Iglesias,ESP,DF,Getafe,26.0,1998,28.0,23.0,2147.0,23.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.8,2.6,28.0,62.0,51.0,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.11,0.03,0.11
Borja Iglesias,ESP,AT,Celta Vigo,32.0,1993,28.0,18.0,1502.0,16.7,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,5.7,5.7,1.7,7.4,12.0,25.0,77.0,0.3,0.06,0.36,0.3,0.36,0.34,0.1,0.44,0.34,0.44
Kelechi Iheanacho,NGA,AT,Sevilla,28.0,1996,9.0,5.0,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.3,1.8,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41
Isco,ESP,MT,Betis,32.0,1992,14.0,12.0,1057.0,11.7,6.0,4.0,10.0,2.0,4.0,5.0,5.0,0.0,6.3,2.3,3.0,5.3,22.0,98.0,72.0,0.51,0.34,0.85,0.17,0.51,0.53,0.25,0.79,0.2,0.45
Ivan Jaime Pajuelo,ESP,MT,Valencia,24.0,2000,5.0,2.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,6.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.19,0.14,0.32,0.19,0.32
Karl Jakob Hein,EST,GB,Valladolid,22.0,2002,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adnan Januzaj,BEL,"MT,AT",Las Palmas,30.0,1995,10.0,3.0,343.0,3.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.2,16.0,20.0,35.0,0.52,0.26,0.79,0.52,0.79,0.14,0.18,0.32,0.14,0.32
Mikel Jauregizar,ESP,MT,Athletic Club,21.0,2003,26.0,19.0,1664.0,18.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,0.7,0.7,1.3,2.1,13.0,94.0,23.0,0.11,0.05,0.16,0.11,0.16,0.04,0.07,0.11,0.04,0.11
John Joe,IRL,"MT,AT",Getafe,21.0,2003,4.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
Jofre,ESP,"MT,AT",Espanyol,23.0,2001,27.0,22.0,1764.0,19.6,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,2.3,2.3,1.8,4.1,50.0,42.0,116.0,0.15,0.15,0.31,0.15,0.31,0.12,0.09,0.21,0.12,0.21
Frenkie de Jong,NED,MT,Barcelona,27.0,1997,17.0,5.0,667.0,7.4,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,2.0,2.6,16.0,61.0,13.0,0.27,0.27,0.54,0.27,0.54,0.09,0.27,0.35,0.09,0.35
Joan Jordán,ESP,MT,Alavés,30.0,1994,18.0,11.0,1075.0,11.9,4.0,2.0,6.0,2.0,2.0,3.0,2.0,0.0,4.0,1.6,2.0,3.6,4.0,77.0,26.0,0.33,0.17,0.5,0.17,0.33,0.33,0.17,0.5,0.13,0.3
Juanmi,ESP,"AT,MT",Getafe,31.0,1993,8.0,6.0,491.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,2.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16
Juanmi,ESP,"AT,MT",Betis,31.0,1993,11.0,2.0,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.4,1.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.39,0.25,0.39
Juanpe,ESP,DF,Girona,33.0,1991,9.0,7.0,605.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Luiz Lúcio Reis Júnior,BRA,GB,Villarreal,24.0,2001,8.0,7.0,648.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinicius Júnior,BRA,AT,Real Madrid,24.0,2000,23.0,19.0,1773.0,19.7,10.0,5.0,15.0,8.0,2.0,2.0,7.0,1.0,8.3,7.0,5.6,12.6,135.0,66.0,216.0,0.51,0.25,0.76,0.41,0.66,0.42,0.28,0.71,0.35,0.64
Stanko Jurić,CRO,MT,Valladolid,28.0,1996,22.0,15.0,1414.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.8,0.8,0.5,1.3,4.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
Willy Kambwala,FRA,DF,Villarreal,20.0,2004,11.0,10.0,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.5,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05
Abdoulaye Keita,ESP,"AT,MT",Getafe,22.0,2002,3.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Kenedy,BRA,"MT,AT",Valladolid,29.0,1996,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
Kiké,ESP,AT,Alavés,35.0,1989,27.0,21.0,1864.0,20.7,11.0,0.0,11.0,9.0,2.0,2.0,5.0,1.0,7.1,5.6,0.9,6.5,15.0,37.0,103.0,0.53,0.0,0.53,0.43,0.43,0.34,0.05,0.39,0.27,0.31
Koke,ESP,MT,Atlético Madrid,33.0,1992,23.0,14.0,1428.0,15.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.1,2.1,14.0,89.0,11.0,0.06,0.06,0.13,0.06,0.13,0.07,0.07,0.13,0.07,0.13
Jules Koundé,FRA,DF,Barcelona,26.0,1998,29.0,26.0,2335.0,25.9,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,3.8,5.5,40.0,146.0,168.0,0.08,0.12,0.19,0.08,0.19,0.07,0.15,0.21,0.07,0.21
Alex Král,CZE,MT,Espanyol,26.0,1998,28.0,27.0,2434.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,2.6,47.0,73.0,75.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.09,0.04,0.09
Ladislav Krejčí,CZE,DF,Girona,25.0,1999,20.0,19.0,1720.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,1.5,1.5,0.1,1.6,22.0,108.0,6.0,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.08,0.08,0.08
Takefusa Kubo,JPN,"MT,AT",Real Sociedad,23.0,2001,27.0,19.0,1729.0,19.2,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,3.1,3.1,2.9,6.0,106.0,78.0,178.0,0.26,0.0,0.26,0.26,0.26,0.16,0.15,0.31,0.16,0.31
Marash Kumbulla,ALB,DF,Espanyol,25.0,2000,26.0,25.0,2181.0,24.2,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.1,1.1,0.0,1.1,9.0,52.0,2.0,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.05,0.04,0.05
Luca de la Torre,USA,MT,Celta Vigo,26.0,1998,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoel Lago,ESP,DF,Celta Vigo,21.0,2004,2.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyle Larin,CAN,AT,Mallorca,29.0,1995,23.0,16.0,1244.0,13.8,5.0,2.0,7.0,4.0,1.0,1.0,4.0,0.0,5.4,4.6,1.3,5.9,13.0,11.0,70.0,0.36,0.14,0.51,0.29,0.43,0.39,0.09,0.48,0.33,0.43
Juanmi Latasa,ESP,AT,Valladolid,24.0,2001,20.0,7.0,821.0,9.1,3.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,2.6,2.6,0.4,3.0,2.0,10.0,26.0,0.33,0.0,0.33,0.33,0.33,0.28,0.04,0.32,0.28,0.32
Toni Lato,ESP,DF,Mallorca,27.0,1997,8.0,5.0,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,9.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
Robin Le Normand,ESP,DF,Atlético Madrid,28.0,1996,19.0,17.0,1490.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,0.5,1.6,7.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
Florian Lejeune,FRA,DF,Rayo Vallecano,33.0,1991,28.0,28.0,2515.0,27.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,2.5,2.5,1.1,3.7,18.0,100.0,5.0,0.0,0.07,0.07,0.0,0.07,0.09,0.04,0.13,0.09,0.13
Iñigo Lekue,ESP,DF,Athletic Club,31.0,1993,11.0,6.0,571.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,11.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
Thomas Lemar,FRA,MT,Atlético Madrid,29.0,1995,2.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52
Clément Lenglet,FRA,DF,Atlético Madrid,29.0,1995,17.0,17.0,1463.0,16.3,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.1,2.6,11.0,63.0,1.0,0.06,0.06,0.12,0.06,0.12,0.09,0.07,0.16,0.09,0.16
Robert Lewandowski,POL,AT,Barcelona,36.0,1988,28.0,26.0,2209.0,24.5,25.0,2.0,27.0,22.0,3.0,4.0,1.0,0.0,23.9,20.7,2.3,23.0,24.0,44.0,143.0,1.02,0.08,1.1,0.9,0.98,0.97,0.1,1.07,0.84,0.94
Samuel Lino,BRA,"MT,DF",Atlético Madrid,25.0,1999,25.0,18.0,1251.0,13.9,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,5.5,5.5,2.2,7.7,53.0,60.0,140.0,0.22,0.14,0.36,0.22,0.36,0.4,0.16,0.56,0.4,0.56
Javier Llabrés,ESP,AT,Mallorca,22.0,2002,1.0,1.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.21,0.08,0.21
Diego Llorente,ESP,DF,Betis,31.0,1993,28.0,28.0,2463.0,27.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,0.3,1.7,5.0,79.0,3.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06
Marcos Llorente,ESP,"DF,MT",Atlético Madrid,30.0,1995,24.0,19.0,1703.0,18.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0.7,0.7,3.6,4.3,58.0,67.0,102.0,0.11,0.16,0.26,0.11,0.26,0.04,0.19,0.23,0.04,0.23
Giovani Lo Celso,ARG,"MT,AT",Betis,28.0,1996,17.0,11.0,1055.0,11.7,7.0,1.0,8.0,5.0,2.0,3.0,4.0,0.0,4.1,1.8,3.5,5.2,14.0,99.0,48.0,0.6,0.09,0.68,0.43,0.51,0.35,0.29,0.65,0.15,0.45
Enzo Loiodice,FRA,MT,Las Palmas,24.0,2000,15.0,5.0,504.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
David López,ESP,DF,Mallorca,22.0,2003,1.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David López,ESP,DF,Girona,35.0,1989,23.0,22.0,1958.0,21.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.1,0.8,14.0,98.0,5.0,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04
Diego López,ESP,"MT,AT",Valencia,22.0,2002,29.0,26.0,2075.0,23.1,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,5.2,5.2,3.8,9.1,58.0,62.0,162.0,0.3,0.17,0.48,0.3,0.48,0.23,0.17,0.39,0.23,0.39
Fer López,,"AT,MT",Celta Vigo,,,8.0,3.0,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.9,1.2,11.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.1,0.34,0.44,0.1,0.44
Fermin López,ESP,"MT,AT",Barcelona,21.0,2003,19.0,7.0,773.0,8.6,3.0,4.0,7.0,3.0,0.0,0.0,3.0,1.0,3.6,3.6,2.1,5.7,19.0,45.0,62.0,0.35,0.47,0.82,0.35,0.82,0.42,0.25,0.67,0.42,0.67
Javi López,ESP,DF,Real Sociedad,23.0,2002,23.0,17.0,1591.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,30.0,58.0,47.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Pau López,ESP,GB,Girona,30.0,1994,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto López,ESP,MT,Leganés,24.0,2000,12.0,3.0,393.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,3.0,20.0,11.0,0.0,0.23,0.23,0.0,0.23,0.11,0.2,0.31,0.11,0.31
Unai López,ESP,MT,Rayo Vallecano,29.0,1995,23.0,17.0,1237.0,13.7,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,1.3,1.3,0.6,1.9,10.0,76.0,30.0,0.22,0.07,0.29,0.22,0.29,0.1,0.04,0.14,0.1,0.14
Iker Losada,ESP,"AT,MT",Celta Vigo,23.0,2001,7.0,2.0,235.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,1.0,7.0,14.0,17.0,0.38,0.0,0.38,0.38,0.38,0.26,0.11,0.37,0.26,0.37
Iker Losada,ESP,"MT,AT",Betis,23.0,2001,10.0,3.0,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,9.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21
Pol Lozano,ESP,MT,Espanyol,25.0,1999,21.0,19.0,1462.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.1,0.1,0.5,0.6,11.0,84.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
José Luis Gayà,ESP,DF,Valencia,29.0,1995,16.0,15.0,1236.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,2.1,2.7,20.0,44.0,113.0,0.0,0.07,0.07,0.0,0.07,0.04,0.15,0.2,0.04,0.2
Dodi Lukebakio,BEL,AT,Sevilla,27.0,1997,29.0,28.0,2431.0,27.0,11.0,2.0,13.0,10.0,1.0,1.0,2.0,0.0,7.7,6.9,3.1,10.1,111.0,71.0,190.0,0.41,0.07,0.48,0.37,0.44,0.29,0.12,0.4,0.26,0.37
Daniel Luna,COL,MT,Mallorca,21.0,2003,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Lunin,UKR,GB,Real Madrid,26.0,1999,5.0,5.0,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.19,0.19,0.0,0.19
Darwin Machís,VEN,"AT,MT",Valladolid,32.0,1993,13.0,5.0,443.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.3,9.0,16.0,23.0,0.0,0.2,0.2,0.0,0.2,0.16,0.1,0.26,0.16,0.26
Pablo Maffeo,ESP,DF,Mallorca,27.0,1997,23.0,22.0,1853.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,3.9,4.2,34.0,58.0,95.0,0.0,0.05,0.05,0.0,0.05,0.01,0.19,0.2,0.01,0.2
Jon Magunazelaia,ESP,MT,Real Sociedad,24.0,2000,2.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giorgi Mamardashvili,GEO,GB,Valencia,24.0,2000,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reinildo Mandava,MOZ,DF,Atlético Madrid,31.0,1994,19.0,10.0,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,14.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Javier Manquillo,ESP,DF,Celta Vigo,30.0,1994,10.0,7.0,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcão,BRA,DF,Sevilla,28.0,1996,11.0,5.0,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar de Marcos,ESP,DF,Athletic Club,35.0,1989,22.0,14.0,1291.0,14.3,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.9,2.7,21.0,84.0,65.0,0.0,0.28,0.28,0.0,0.28,0.06,0.13,0.19,0.06,0.19
Alberto Marí,ESP,AT,Valencia,23.0,2001,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José María Giménez,URU,DF,Atlético Madrid,30.0,1995,23.0,16.0,1639.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,1.0,48.0,1.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03
